BookingID,CustomerID,DriverID,CabID,BookingDate,PickupLocation,DropoffLocation,TripStart,TripEnd,DistanceKM,Fare,Status
549,140,28,54,2025-10-03 22:29:53,Office,Mall,2025-10-03 22:44:53,2025-10-03 23:06:53,11.12,140.31,Completed
550,392,26,42,2025-09-27 00:00:14,University,Office,2025-09-27 00:13:14,2025-09-27 00:48:14,17.75,206.24,Completed
551,318,17,40,2025-08-06 22:32:06,Hotel,Station,2025-08-06 22:44:06,,13.89,171.57,Cancelled
552,494,5,31,2025-09-04 07:40:05,Market,Hotel,2025-09-04 07:49:05,2025-09-04 07:58:05,4.69,60.97,Completed
553,235,9,31,2025-09-02 03:33:21,University,Office,2025-09-02 03:58:21,2025-09-02 04:30:21,16.14,209.05,Completed
554,252,34,9,2025-10-01 05:37:42,Airport,Office,2025-10-01 05:54:42,,23.8,246.13,Cancelled
555,294,40,3,2025-07-02 19:51:03,Office,Hotel,2025-07-02 20:06:03,2025-07-02 20:51:03,22.55,335.34,Completed
556,274,34,9,2025-08-27 13:36:16,Hotel,Airport,2025-08-27 13:44:16,2025-08-27 14:06:16,11.26,137.53,Completed
557,8,40,3,2025-06-18 22:00:41,Station,Hotel,2025-06-18 22:14:41,2025-06-18 22:53:41,19.71,206.52,Completed
558,369,41,34,2025-07-08 16:18:30,University,Mall,2025-07-08 16:36:30,,1.92,25.73,Ongoing
559,359,20,56,2025-07-06 18:16:01,Airport,Mall,2025-07-06 18:21:01,2025-07-06 18:54:01,16.75,244.11,Completed
560,70,40,3,2025-05-27 04:21:38,Mall,University,2025-05-27 04:28:38,,22.13,271.79,Cancelled
561,387,3,36,2025-06-01 19:12:05,Office,University,2025-06-01 19:24:05,2025-06-01 19:36:05,6.18,87.0,Completed
562,305,18,9,2025-06-05 12:09:28,Hotel,Market,2025-06-05 12:32:28,,8.02,87.62,Cancelled
563,312,7,43,2025-09-14 15:36:58,Office,University,2025-09-14 15:47:58,2025-09-14 16:10:58,11.5,153.77,Completed
564,174,6,34,2025-05-01 22:53:48,Office,Mall,2025-05-01 23:03:48,2025-05-01 23:15:48,6.45,91.03,Completed
565,352,14,30,2025-09-01 16:38:06,Station,Market,2025-09-01 16:54:06,2025-09-01 17:06:06,6.39,95.1,Completed
566,487,6,34,2025-09-05 08:02:10,Mall,University,2025-09-05 08:14:10,2025-09-05 08:20:10,3.17,36.17,Completed
567,22,27,19,2025-06-11 11:49:28,Mall,Airport,2025-06-11 12:09:28,2025-06-11 12:53:28,22.0,225.93,Completed
568,469,26,42,2025-07-23 11:46:01,Market,Office,2025-07-23 11:51:01,2025-07-23 12:25:01,17.03,231.77,Completed
569,329,15,54,2025-04-10 13:28:29,Mall,University,2025-04-10 13:55:29,2025-04-10 14:44:29,24.77,354.69,Completed
570,189,5,31,2025-06-20 20:59:16,University,Market,2025-06-20 21:10:16,2025-06-20 21:52:16,21.01,281.35,Completed
571,65,31,27,2025-05-21 00:51:05,Airport,Mall,2025-05-21 00:58:05,2025-05-21 01:45:05,23.89,268.54,Completed
572,103,15,54,2025-05-24 16:31:05,Airport,Hotel,2025-05-24 16:39:05,2025-05-24 17:05:05,13.23,137.95,Completed
573,37,22,55,2025-09-27 04:59:05,Hotel,University,2025-09-27 05:10:05,,2.34,32.66,Cancelled
574,473,3,36,2025-06-24 02:54:27,Airport,Office,2025-06-24 03:18:27,2025-06-24 03:55:27,18.52,237.48,Completed
575,99,1,47,2025-09-20 20:56:19,Office,Station,2025-09-20 21:01:19,2025-09-20 21:40:19,19.68,233.44,Completed
576,372,9,31,2025-10-03 10:13:59,Airport,Mall,2025-10-03 10:18:59,2025-10-03 10:53:59,17.6,195.39,Completed
577,431,47,58,2025-04-14 11:23:52,Office,Station,2025-04-14 11:28:52,2025-04-14 12:17:52,24.96,336.99,Completed
578,113,20,56,2025-06-17 17:29:49,Market,Office,2025-06-17 17:34:49,2025-06-17 18:19:49,22.77,323.5,Completed
579,135,49,12,2025-08-07 02:52:53,University,Station,2025-08-07 03:19:53,,1.28,16.92,Ongoing
580,425,47,58,2025-08-22 06:07:15,University,Hotel,2025-08-22 06:19:15,,2.2,23.68,Cancelled
581,104,34,9,2025-05-25 17:40:20,University,Market,2025-05-25 17:48:20,2025-05-25 18:11:20,11.92,124.16,Completed
582,99,34,9,2025-05-13 10:31:16,University,Hotel,2025-05-13 10:52:16,2025-05-13 11:22:16,15.28,206.83,Completed
583,258,36,14,2025-06-27 00:31:36,Market,Office,2025-06-27 00:46:36,2025-06-27 01:19:36,16.69,244.07,Completed
584,379,32,35,2025-07-06 00:12:38,Station,Mall,2025-07-06 00:40:38,,6.65,72.12,Cancelled
585,120,4,34,2025-09-30 08:23:52,Market,Airport,2025-09-30 08:34:52,2025-09-30 08:55:52,10.78,137.33,Completed
586,125,42,14,2025-08-02 13:44:35,Station,Market,2025-08-02 13:51:35,2025-08-02 14:37:35,23.22,346.03,Completed
587,27,13,17,2025-06-02 10:32:25,Office,University,2025-06-02 10:41:25,,12.36,132.99,Cancelled
588,251,26,42,2025-09-01 07:26:31,Station,Market,2025-09-01 07:41:31,2025-09-01 07:48:31,3.56,47.28,Completed
589,53,2,14,2025-09-05 00:03:48,Office,University,2025-09-05 00:17:48,,2.35,33.5,Cancelled
590,369,17,40,2025-05-22 06:43:18,Station,Mall,2025-05-22 06:49:18,2025-05-22 06:54:18,2.57,26.51,Completed
591,415,44,5,2025-04-15 07:14:09,Office,Mall,2025-04-15 07:39:09,,5.72,81.37,Cancelled
592,370,37,50,2025-06-20 20:43:14,Station,Mall,2025-06-20 20:58:14,,2.93,43.15,Cancelled
593,89,47,58,2025-09-24 04:27:42,University,Office,2025-09-24 04:34:42,,10.92,113.06,Cancelled
594,68,2,14,2025-05-17 22:37:07,Office,Market,2025-05-17 22:57:07,,11.49,130.0,Cancelled
595,372,40,3,2025-07-16 11:32:12,Hotel,Airport,2025-07-16 11:47:12,,20.87,239.45,Ongoing
596,336,39,58,2025-07-30 08:59:48,Market,Office,2025-07-30 09:27:48,2025-07-30 09:45:48,9.27,136.26,Completed
597,9,37,50,2025-09-07 08:52:31,Station,Mall,2025-09-07 09:15:31,2025-09-07 10:02:31,23.91,292.22,Completed
598,7,4,34,2025-07-19 05:24:43,Station,University,2025-07-19 05:44:43,2025-07-19 06:08:43,12.37,136.81,Completed
599,414,47,58,2025-05-04 20:35:28,Market,University,2025-05-04 20:56:28,,4.67,62.65,Cancelled
600,290,7,43,2025-06-02 13:49:49,Airport,Mall,2025-06-02 14:01:49,2025-06-02 14:30:49,14.51,213.75,Completed
601,170,30,50,2025-06-07 20:45:13,Hotel,Airport,2025-06-07 21:08:13,2025-06-07 21:10:13,1.25,14.36,Completed
602,198,48,60,2025-05-12 17:35:46,Station,Office,2025-05-12 17:45:46,,2.68,30.72,Cancelled
603,63,35,39,2025-04-24 22:34:07,Station,Hotel,2025-04-24 22:42:07,2025-04-24 22:47:07,2.69,30.78,Completed
604,355,26,42,2025-10-01 02:06:40,Market,University,2025-10-01 02:30:40,2025-10-01 03:07:40,18.86,280.44,Completed
605,366,41,34,2025-05-21 18:33:10,Hotel,Market,2025-05-21 18:57:10,,24.88,351.03,Cancelled
606,35,34,9,2025-05-23 07:27:26,Market,Airport,2025-05-23 07:53:26,,9.92,125.78,Ongoing
607,125,7,43,2025-07-07 11:22:28,Mall,University,2025-07-07 11:43:28,,18.13,252.51,Ongoing
608,190,31,27,2025-09-10 23:03:35,Market,Station,2025-09-10 23:10:35,2025-09-10 23:57:35,23.8,252.72,Completed
609,407,40,3,2025-10-01 14:20:16,Hotel,Mall,2025-10-01 14:46:16,2025-10-01 15:27:16,20.67,255.93,Completed
610,339,16,11,2025-04-20 09:46:54,Market,Station,2025-04-20 10:08:54,2025-04-20 10:15:54,3.81,54.46,Completed
611,42,46,11,2025-09-06 11:58:33,Airport,Station,2025-09-06 12:21:33,2025-09-06 12:47:33,13.02,154.45,Completed
612,20,14,30,2025-09-22 05:17:01,Airport,Mall,2025-09-22 05:25:01,,20.66,239.99,Ongoing
613,339,9,31,2025-08-21 08:29:52,University,Airport,2025-08-21 08:56:52,2025-08-21 09:31:52,17.67,256.31,Completed
614,403,44,5,2025-04-24 23:43:31,University,Hotel,2025-04-25 00:04:31,2025-04-25 00:21:31,8.77,98.39,Completed
615,209,23,28,2025-04-30 17:15:02,Airport,Market,2025-04-30 17:22:02,,1.27,18.38,Cancelled
616,87,45,47,2025-08-15 19:29:24,Market,Office,2025-08-15 19:53:24,2025-08-15 19:58:24,2.6,29.33,Completed
617,151,4,34,2025-05-17 10:06:43,Market,Station,2025-05-17 10:23:43,2025-05-17 11:12:43,24.98,280.65,Completed
618,476,30,50,2025-08-12 05:03:02,University,Station,2025-08-12 05:08:02,2025-08-12 05:14:02,3.15,45.18,Completed
619,391,17,40,2025-08-31 10:30:40,Airport,Market,2025-08-31 10:55:40,2025-08-31 11:11:40,8.36,91.68,Completed
620,195,46,11,2025-07-01 23:49:34,Market,Office,2025-07-02 00:08:34,2025-07-02 00:45:34,18.81,257.25,Completed
621,10,45,47,2025-08-31 04:46:14,Market,Office,2025-08-31 05:12:14,,17.31,181.95,Cancelled
622,212,14,30,2025-05-03 03:52:08,University,Airport,2025-05-03 04:22:08,,15.99,236.99,Cancelled
623,170,13,17,2025-09-18 19:31:24,Office,Mall,2025-09-18 19:48:24,2025-09-18 20:30:24,21.23,248.3,Completed
624,3,5,31,2025-04-26 11:04:54,Market,Airport,2025-04-26 11:34:54,2025-04-26 11:50:54,8.1,91.57,Completed
625,56,32,35,2025-07-23 17:17:28,University,Station,2025-07-23 17:32:28,,22.48,283.82,Cancelled
626,74,2,14,2025-08-09 19:17:56,Airport,Station,2025-08-09 19:27:56,2025-08-09 19:35:56,4.03,50.81,Completed
627,490,49,12,2025-08-22 13:53:31,Hotel,Office,2025-08-22 14:20:31,,2.96,35.33,Ongoing
628,84,46,11,2025-08-30 12:39:03,Airport,Station,2025-08-30 12:53:03,,15.01,177.47,Cancelled
629,440,4,34,2025-08-28 22:07:59,Office,Market,2025-08-28 22:34:59,2025-08-28 23:07:59,16.65,196.25,Completed
630,131,50,2,2025-07-04 06:26:29,Office,Market,2025-07-04 06:31:29,2025-07-04 07:03:29,16.17,238.89,Completed
631,36,19,17,2025-05-26 04:50:48,Market,Hotel,2025-05-26 05:08:48,2025-05-26 05:56:48,24.34,273.31,Completed
632,243,50,2,2025-05-31 06:29:50,Station,Office,2025-05-31 06:53:50,,3.93,42.28,Ongoing
633,279,4,34,2025-09-26 12:19:36,Hotel,University,2025-09-26 12:39:36,2025-09-26 12:52:36,6.56,69.7,Completed
634,364,29,7,2025-09-20 18:38:27,Station,University,2025-09-20 19:06:27,2025-09-20 19:53:27,23.94,253.55,Completed
635,30,32,35,2025-08-27 22:43:41,University,Station,2025-08-27 22:49:41,2025-08-27 23:06:41,8.85,124.35,Completed
636,16,2,14,2025-09-15 22:56:23,Mall,Hotel,2025-09-15 23:16:23,,6.58,93.86,Cancelled
637,433,6,34,2025-04-14 05:07:32,Airport,Market,2025-04-14 05:26:32,2025-04-14 05:39:32,6.87,91.65,Completed
638,96,15,54,2025-09-23 05:04:58,Airport,University,2025-09-23 05:13:58,,15.34,167.44,Ongoing
639,303,33,5,2025-09-10 12:36:43,Hotel,University,2025-09-10 13:02:43,2025-09-10 13:10:43,4.09,46.94,Completed
640,236,7,43,2025-08-28 03:30:58,Station,Office,2025-08-28 03:50:58,,23.71,318.16,Cancelled
641,205,14,30,2025-06-15 20:50:47,Airport,Station,2025-06-15 21:01:47,2025-06-15 21:07:47,3.2,37.17,Completed
642,466,49,12,2025-10-03 19:58:53,Airport,Hotel,2025-10-03 20:10:53,2025-10-03 20:49:53,19.54,205.5,Completed
643,109,8,45,2025-05-17 13:28:16,Mall,University,2025-05-17 13:34:16,2025-05-17 14:23:16,24.67,316.55,Completed
644,443,34,9,2025-06-14 08:16:41,Hotel,Station,2025-06-14 08:36:41,,19.69,236.64,Cancelled
645,363,18,9,2025-05-24 18:20:06,University,Office,2025-05-24 18:42:06,,12.23,180.28,Cancelled
646,366,49,12,2025-05-06 03:34:52,University,Market,2025-05-06 03:58:52,2025-05-06 04:41:52,21.62,298.7,Completed
647,76,50,2,2025-05-10 01:52:26,Market,Hotel,2025-05-10 02:04:26,2025-05-10 02:12:26,4.31,54.78,Completed
648,268,31,27,2025-05-28 18:45:16,University,Mall,2025-05-28 18:56:16,2025-05-28 19:06:16,5.31,75.9,Completed
649,411,29,7,2025-05-22 09:35:13,Airport,Station,2025-05-22 09:53:13,2025-05-22 10:15:13,11.45,162.44,Completed
650,310,34,9,2025-08-23 04:11:39,Market,Hotel,2025-08-23 04:16:39,2025-08-23 05:04:39,24.01,280.04,Completed
651,195,38,56,2025-05-13 19:03:50,Hotel,University,2025-05-13 19:22:50,2025-05-13 19:54:50,16.13,208.88,Completed
652,461,29,7,2025-09-24 06:51:51,Office,Hotel,2025-09-24 07:09:51,2025-09-24 07:19:51,5.06,58.81,Completed
653,443,34,9,2025-07-13 00:02:45,Hotel,Airport,2025-07-13 00:32:45,2025-07-13 00:39:45,3.78,41.53,Completed
654,418,50,2,2025-07-30 20:12:34,University,Airport,2025-07-30 20:33:34,2025-07-30 20:42:34,4.79,58.3,Completed
655,280,1,47,2025-06-26 19:22:36,Hotel,Station,2025-06-26 19:38:36,,13.97,206.77,Ongoing
656,421,42,14,2025-06-10 08:33:28,Market,Airport,2025-06-10 08:47:28,2025-06-10 08:57:28,5.26,56.76,Completed
657,296,3,36,2025-09-27 00:05:31,Station,University,2025-09-27 00:21:31,,2.83,33.37,Cancelled
658,249,44,5,2025-05-31 17:27:22,University,Airport,2025-05-31 17:56:22,2025-05-31 18:11:22,7.63,78.87,Completed
659,412,34,9,2025-07-19 22:14:28,Airport,Station,2025-07-19 22:27:28,,19.67,200.5,Cancelled
660,98,15,54,2025-09-17 00:23:37,University,Airport,2025-09-17 00:39:37,2025-09-17 01:05:37,13.26,151.91,Completed
661,56,12,58,2025-05-22 12:19:45,Station,Hotel,2025-05-22 12:43:45,,16.63,245.31,Cancelled
662,451,10,8,2025-08-23 02:12:57,Mall,Station,2025-08-23 02:32:57,2025-08-23 03:04:57,16.37,193.09,Completed
663,275,1,47,2025-09-29 01:11:21,Mall,Office,2025-09-29 01:32:21,2025-09-29 02:20:21,24.35,342.03,Completed
664,242,28,54,2025-09-07 06:38:48,Mall,Station,2025-09-07 06:52:48,2025-09-07 07:09:48,8.84,118.72,Completed
665,490,12,58,2025-05-16 21:19:21,Mall,University,2025-05-16 21:34:21,2025-05-16 21:42:21,4.15,49.7,Completed
666,277,34,9,2025-04-10 21:52:31,Mall,Office,2025-04-10 22:17:31,2025-04-10 22:56:31,19.84,238.52,Completed
667,318,28,54,2025-05-10 09:59:16,Market,Hotel,2025-05-10 10:04:16,,20.9,236.5,Ongoing
668,71,26,42,2025-04-19 04:19:17,Market,Office,2025-04-19 04:35:17,2025-04-19 04:42:17,3.87,49.14,Completed
669,226,7,43,2025-07-13 17:08:16,Airport,Mall,2025-07-13 17:25:16,2025-07-13 17:53:16,14.04,162.05,Completed
670,203,24,34,2025-06-07 09:45:40,Office,Airport,2025-06-07 09:50:40,,13.69,147.45,Ongoing
671,4,39,58,2025-07-20 23:55:23,Station,Mall,2025-07-21 00:06:23,2025-07-21 00:23:23,8.76,103.83,Completed
672,258,33,5,2025-04-28 18:11:12,Market,Hotel,2025-04-28 18:31:12,,3.95,49.16,Ongoing
673,270,29,7,2025-07-28 05:56:00,University,Hotel,2025-07-28 06:09:00,2025-07-28 06:13:00,2.11,24.14,Completed
674,253,26,42,2025-07-12 06:39:14,Office,Mall,2025-07-12 06:48:14,2025-07-12 07:23:14,17.84,265.67,Completed
675,80,20,56,2025-04-13 13:15:52,Mall,Market,2025-04-13 13:33:52,2025-04-13 13:45:52,6.0,70.55,Completed
676,287,42,14,2025-06-19 15:09:26,Mall,Airport,2025-06-19 15:24:26,2025-06-19 15:35:26,5.5,71.71,Completed
677,292,38,56,2025-05-05 23:43:04,Market,Office,2025-05-06 00:03:04,2025-05-06 00:09:04,3.24,39.24,Completed
678,126,17,40,2025-08-21 11:18:26,Hotel,Mall,2025-08-21 11:31:26,2025-08-21 12:02:26,15.62,176.19,Completed
679,108,28,54,2025-07-20 13:58:31,Airport,Mall,2025-07-20 14:11:31,2025-07-20 14:50:31,19.54,254.86,Completed
680,314,33,5,2025-06-25 08:09:09,Market,Station,2025-06-25 08:16:09,2025-06-25 08:52:09,18.05,205.66,Completed
681,31,1,47,2025-05-21 07:54:53,Market,Station,2025-05-21 08:03:53,2025-05-21 08:46:53,21.94,238.35,Completed
682,399,27,19,2025-07-06 01:50:37,University,Station,2025-07-06 02:15:37,,15.19,178.51,Ongoing
683,1,21,22,2025-07-13 17:01:56,Office,Hotel,2025-07-13 17:23:56,,10.91,136.21,Cancelled
684,495,20,56,2025-05-20 01:42:19,Office,Hotel,2025-05-20 01:55:19,,20.84,235.51,Ongoing
685,247,27,19,2025-05-20 17:59:57,Hotel,Station,2025-05-20 18:21:57,,19.83,250.12,Cancelled
686,391,21,22,2025-06-19 08:16:54,Office,Mall,2025-06-19 08:43:54,,21.28,303.12,Ongoing
687,228,29,7,2025-09-03 22:12:52,Airport,Mall,2025-09-03 22:25:52,2025-09-03 23:10:52,22.63,333.69,Completed
688,15,26,42,2025-04-12 16:40:03,Mall,Office,2025-04-12 16:50:03,2025-04-12 17:32:03,21.17,234.71,Completed
689,61,49,12,2025-08-13 03:54:33,Hotel,Station,2025-08-13 04:09:33,,1.74,18.39,Cancelled
690,415,37,50,2025-06-20 15:58:02,Office,Airport,2025-06-20 16:21:02,,19.02,198.38,Cancelled
691,14,22,55,2025-09-18 23:34:49,Station,Hotel,2025-09-18 23:48:49,2025-09-19 00:23:49,17.74,254.06,Completed
692,386,49,12,2025-07-08 21:50:41,Hotel,University,2025-07-08 22:10:41,2025-07-08 22:15:41,2.78,31.26,Completed
693,481,24,34,2025-04-22 03:01:31,University,Office,2025-04-22 03:07:31,,13.53,192.14,Cancelled
694,182,1,47,2025-09-05 14:25:52,Office,Station,2025-09-05 14:42:52,2025-09-05 14:49:52,3.72,43.42,Completed
695,25,27,19,2025-07-26 19:15:50,University,Mall,2025-07-26 19:31:50,2025-07-26 19:39:50,4.27,50.22,Completed
696,281,29,7,2025-07-27 16:32:24,Mall,Office,2025-07-27 16:45:24,,18.96,272.35,Cancelled
697,299,23,28,2025-04-28 06:24:08,Airport,Office,2025-04-28 06:43:08,,19.25,209.49,Ongoing
698,257,16,11,2025-07-23 17:43:45,Market,Airport,2025-07-23 18:00:45,2025-07-23 18:48:45,24.34,350.02,Completed
699,302,17,40,2025-05-01 01:01:15,Hotel,Market,2025-05-01 01:25:15,2025-05-01 02:06:15,20.77,269.91,Completed
700,9,18,9,2025-04-23 20:01:23,Hotel,Mall,2025-04-23 20:16:23,2025-04-23 20:18:23,1.33,17.31,Completed
701,357,47,58,2025-04-20 01:34:28,University,Airport,2025-04-20 01:56:28,2025-04-20 02:36:28,20.22,228.25,Completed
702,177,50,2,2025-05-05 22:40:20,Office,Mall,2025-05-05 23:10:20,2025-05-05 23:44:20,17.26,232.64,Completed
703,297,25,53,2025-06-27 21:51:45,University,Airport,2025-06-27 22:19:45,2025-06-27 22:48:45,14.85,221.32,Completed
704,145,37,50,2025-05-06 14:17:16,Hotel,Airport,2025-05-06 14:42:16,,9.81,140.46,Cancelled
705,363,34,9,2025-09-07 13:19:08,Station,Office,2025-09-07 13:40:08,,17.87,179.81,Ongoing
706,283,48,60,2025-08-13 03:35:27,Market,University,2025-08-13 03:49:27,,1.31,19.23,Ongoing
707,210,21,22,2025-07-29 10:59:52,Mall,Office,2025-07-29 11:27:52,,6.86,77.54,Ongoing
708,295,3,36,2025-09-06 18:42:36,Mall,Station,2025-09-06 18:54:36,,15.78,202.69,Cancelled
709,480,43,14,2025-04-22 07:39:58,Office,Station,2025-04-22 08:09:58,2025-04-22 08:19:58,5.22,55.91,Completed
710,434,45,47,2025-10-06 05:06:33,Office,Hotel,2025-10-06 05:14:33,2025-10-06 05:45:33,15.96,236.9,Completed
711,100,29,7,2025-04-24 06:02:16,Office,Market,2025-04-24 06:19:16,2025-04-24 06:32:16,6.83,74.54,Completed
712,83,5,31,2025-07-23 04:31:33,Hotel,Station,2025-07-23 04:49:33,2025-07-23 05:01:33,6.35,71.7,Completed
713,221,30,50,2025-04-28 20:51:22,University,Market,2025-04-28 21:21:22,2025-04-28 21:47:22,13.19,146.99,Completed
714,433,23,28,2025-10-06 23:31:35,Airport,Hotel,2025-10-06 23:45:35,2025-10-07 00:03:35,9.11,129.37,Completed
715,267,39,58,2025-05-02 03:19:45,Market,Airport,2025-05-02 03:27:45,2025-05-02 04:00:45,16.67,203.07,Completed
716,383,47,58,2025-09-03 21:06:30,Market,Mall,2025-09-03 21:25:30,2025-09-03 22:12:30,23.85,315.05,Completed
717,475,23,28,2025-08-05 17:40:49,Office,Market,2025-08-05 18:05:49,2025-08-05 18:18:49,6.59,80.63,Completed
718,36,39,58,2025-07-23 18:12:36,Airport,Hotel,2025-07-23 18:17:36,2025-07-23 18:56:36,19.64,224.6,Completed
719,177,26,42,2025-09-17 17:17:17,Office,Hotel,2025-09-17 17:30:17,,6.12,63.45,Cancelled
720,239,6,34,2025-05-23 16:04:36,Market,Hotel,2025-05-23 16:19:36,2025-05-23 16:39:36,10.48,143.09,Completed
721,148,3,36,2025-08-19 03:39:15,Airport,Market,2025-08-19 03:54:15,2025-08-19 04:05:15,5.73,64.16,Completed
722,130,31,27,2025-06-26 12:32:11,Office,Airport,2025-06-26 12:57:11,2025-06-26 13:44:11,23.74,345.38,Completed
723,130,5,31,2025-09-14 01:07:56,Mall,Airport,2025-09-14 01:24:56,2025-09-14 01:32:56,4.02,53.13,Completed
724,95,39,58,2025-04-17 07:55:21,Airport,Office,2025-04-17 08:17:21,,15.49,168.36,Cancelled
725,400,32,35,2025-07-31 11:49:06,Mall,Station,2025-07-31 12:13:06,2025-07-31 12:32:06,9.59,143.37,Completed
726,358,3,36,2025-08-12 16:08:31,Mall,Station,2025-08-12 16:31:31,,8.87,115.87,Ongoing
727,100,12,58,2025-06-06 15:29:59,Market,Station,2025-06-06 15:38:59,2025-06-06 15:55:59,8.85,130.76,Completed
728,445,32,35,2025-04-09 23:38:26,Office,University,2025-04-09 23:43:26,2025-04-09 23:58:26,7.94,94.87,Completed
729,44,19,17,2025-06-30 12:08:24,Mall,Hotel,2025-06-30 12:34:24,2025-06-30 12:50:24,8.17,119.39,Completed
730,473,50,2,2025-09-03 13:43:07,University,Market,2025-09-03 14:08:07,2025-09-03 14:18:07,5.25,62.13,Completed
731,342,37,50,2025-04-23 14:11:34,Mall,Station,2025-04-23 14:33:34,,5.38,74.33,Cancelled
732,256,35,39,2025-06-01 20:58:50,Hotel,Market,2025-06-01 21:23:50,,9.3,105.25,Cancelled
733,134,29,7,2025-05-09 23:23:23,University,Market,2025-05-09 23:37:23,2025-05-10 00:26:23,24.92,339.79,Completed
734,287,16,11,2025-07-11 08:22:31,University,Office,2025-07-11 08:40:31,2025-07-11 08:49:31,4.94,59.97,Completed
735,422,32,35,2025-07-20 11:55:50,Mall,Airport,2025-07-20 12:19:50,2025-07-20 12:38:50,9.79,103.57,Completed
736,477,35,39,2025-09-01 06:25:16,Mall,Station,2025-09-01 06:40:16,,16.6,227.37,Ongoing
737,215,20,56,2025-09-13 15:59:41,University,Office,2025-09-13 16:24:41,2025-09-13 17:03:41,19.96,248.32,Completed
738,226,47,58,2025-06-29 08:04:14,Hotel,Station,2025-06-29 08:19:14,,4.49,62.36,Ongoing
739,102,3,36,2025-07-18 19:05:46,Hotel,Mall,2025-07-18 19:12:46,2025-07-18 19:33:46,10.92,149.4,Completed
740,28,14,30,2025-07-06 10:31:19,Market,Mall,2025-07-06 10:45:19,2025-07-06 10:55:19,5.2,68.19,Completed
741,295,23,28,2025-05-27 03:16:15,Hotel,Market,2025-05-27 03:41:15,,2.5,25.12,Cancelled
742,207,14,30,2025-06-25 08:37:27,Station,Market,2025-06-25 08:58:27,2025-06-25 09:01:27,1.53,16.26,Completed
743,19,38,56,2025-07-12 01:30:58,Station,Airport,2025-07-12 01:36:58,2025-07-12 02:14:58,19.2,223.28,Completed
744,34,2,14,2025-07-14 12:29:44,Mall,University,2025-07-14 12:58:44,2025-07-14 13:39:44,20.82,295.39,Completed
745,259,19,17,2025-05-06 15:47:29,Office,University,2025-05-06 16:15:29,,8.19,84.11,Ongoing
746,417,15,54,2025-10-02 12:11:06,Office,Market,2025-10-02 12:16:06,2025-10-02 12:41:06,12.54,130.51,Completed
747,82,14,30,2025-07-06 07:04:08,Office,Hotel,2025-07-06 07:30:08,2025-07-06 08:15:08,22.84,243.28,Completed
748,212,6,34,2025-06-13 22:53:37,Office,Mall,2025-06-13 23:20:37,,9.59,110.05,Cancelled
749,305,36,14,2025-10-02 00:07:57,Station,Mall,2025-10-02 00:37:57,2025-10-02 00:51:57,7.02,90.22,Completed
750,267,17,40,2025-06-21 01:12:13,Station,Mall,2025-06-21 01:35:13,,1.37,17.39,Cancelled
751,173,27,19,2025-05-22 23:06:16,University,Station,2025-05-22 23:26:16,,3.29,44.08,Ongoing
752,13,14,30,2025-06-22 14:48:30,Office,Hotel,2025-06-22 15:07:30,2025-06-22 15:42:30,17.57,212.62,Completed
753,175,47,58,2025-06-30 02:49:05,Airport,Office,2025-06-30 02:55:05,2025-06-30 03:00:05,2.52,32.03,Completed
754,399,36,14,2025-08-15 03:39:36,Station,Office,2025-08-15 03:47:36,2025-08-15 04:02:36,7.78,109.63,Completed
755,269,49,12,2025-09-04 11:17:25,Mall,Airport,2025-09-04 11:29:25,2025-09-04 11:33:25,2.04,22.41,Completed
756,349,29,7,2025-04-20 23:29:25,Mall,Station,2025-04-20 23:34:25,,13.77,172.22,Cancelled
757,169,23,28,2025-09-18 07:13:19,Station,Market,2025-09-18 07:20:19,2025-09-18 07:56:19,18.34,238.89,Completed
758,441,27,19,2025-07-02 18:03:38,Market,University,2025-07-02 18:28:38,,14.58,211.57,Ongoing
759,404,13,17,2025-10-04 02:00:05,Station,Mall,2025-10-04 02:10:05,2025-10-04 02:16:05,3.48,51.62,Completed
760,255,26,42,2025-07-25 09:27:45,Airport,Office,2025-07-25 09:32:45,2025-07-25 10:02:45,15.3,206.98,Completed
761,47,19,17,2025-08-25 16:49:23,Market,Hotel,2025-08-25 17:02:23,2025-08-25 17:34:23,16.14,186.21,Completed
762,135,22,55,2025-05-28 14:01:23,Airport,Mall,2025-05-28 14:14:23,,19.76,250.12,Cancelled
763,427,1,47,2025-05-07 20:50:39,Airport,Office,2025-05-07 20:55:39,2025-05-07 21:26:39,15.63,232.0,Completed
764,65,44,5,2025-07-12 11:30:00,Office,Station,2025-07-12 11:46:00,,2.68,30.29,Cancelled
765,313,33,5,2025-06-24 13:11:51,Hotel,University,2025-06-24 13:39:51,2025-06-24 14:05:51,13.34,198.91,Completed
766,255,4,34,2025-08-26 12:43:13,University,Mall,2025-08-26 13:09:13,,13.14,189.65,Ongoing
767,53,5,31,2025-04-12 10:28:15,Station,University,2025-04-12 10:37:15,,6.13,74.62,Ongoing
768,286,19,17,2025-08-23 08:14:32,University,Airport,2025-08-23 08:43:32,2025-08-23 08:49:32,3.32,41.72,Completed
769,105,41,34,2025-05-28 11:09:28,Hotel,Market,2025-05-28 11:27:28,,13.15,133.49,Cancelled
770,329,49,12,2025-07-18 14:52:53,Mall,Hotel,2025-07-18 15:18:53,2025-07-18 15:53:53,17.96,218.92,Completed
771,212,14,30,2025-07-16 02:25:24,Office,Airport,2025-07-16 02:47:24,,15.88,167.47,Ongoing
