TripID,BookingID,StartTime,EndTime,DistanceKM,Fare,PaymentMethod,SurgeMultiplier,Stops,GPSRoute
394,394,2025-04-28 04:04:43,2025-04-28 04:37:43,16.6,210.4,Wallet,1.44,2,
395,395,2025-05-24 17:20:22,2025-05-24 17:39:22,9.62,114.32,Card,1.2,2,
396,396,2025-07-27 09:41:18,2025-07-27 10:30:18,24.84,339.11,Cash,1.05,2,
397,397,2025-06-29 12:23:56,2025-06-29 12:30:56,3.64,49.09,Wallet,1.15,3,
398,398,2025-07-04 21:47:03,2025-07-04 21:53:03,3.46,37.81,Wallet,1.13,1,
400,400,2025-08-28 23:10:17,2025-08-28 23:58:17,24.15,291.6,Card,1.47,2,
401,401,2025-07-14 01:24:54,2025-07-14 01:30:54,3.01,31.46,Card,1.16,2,
402,402,2025-04-17 07:30:14,2025-04-17 07:55:14,12.78,170.72,Wallet,1.11,0,
403,403,2025-05-31 08:27:08,2025-05-31 09:09:08,21.02,267.36,Card,1.11,0,
404,404,2025-07-25 22:19:57,2025-07-25 22:57:57,19.13,253.35,Wallet,1.13,3,
405,405,2025-07-01 09:17:16,2025-07-01 09:49:16,16.35,220.36,Wallet,1.1,3,
406,406,2025-07-29 23:27:45,2025-07-29 23:33:45,3.44,46.92,Cash,1.31,1,
407,407,2025-05-31 05:00:22,2025-05-31 05:42:22,21.33,243.72,Wallet,1.12,2,
408,408,2025-07-01 19:19:54,2025-07-01 20:02:54,21.64,244.57,Wallet,1.28,2,
409,409,2025-06-25 15:06:28,2025-06-25 15:12:28,3.09,33.07,Card,1.33,0,
411,411,2025-10-08 18:16:09,2025-10-08 18:41:09,12.69,189.56,Card,1.1,3,
418,418,2025-07-25 09:51:21,2025-07-25 10:18:21,13.66,186.97,Cash,1.23,2,
419,419,2025-04-13 00:34:30,2025-04-13 01:17:30,21.53,257.83,Card,1.39,3,
420,420,2025-05-17 18:34:25,2025-05-17 18:55:25,10.58,123.55,Wallet,1.12,1,
421,421,2025-08-26 15:23:38,2025-08-26 16:03:38,20.24,245.14,Card,1.33,0,
423,423,2025-07-30 01:26:18,2025-07-30 01:31:18,2.64,30.03,Cash,1.21,2,
424,424,2025-06-24 16:53:00,2025-06-24 16:57:00,2.39,35.35,Cash,1.16,0,
426,426,2025-09-19 02:44:47,2025-09-19 03:01:47,8.54,94.93,Wallet,1.36,0,
427,427,2025-05-03 23:35:56,2025-05-03 23:59:56,12.23,180.78,Cash,1.46,3,
428,428,2025-04-22 22:34:31,2025-04-22 23:09:31,17.92,231.44,Wallet,1.29,0,
430,430,2025-08-30 01:18:13,2025-08-30 01:51:13,16.71,221.79,Cash,1.02,0,
431,431,2025-07-24 19:09:23,2025-07-24 19:29:23,10.04,137.11,Wallet,1.16,1,
432,432,2025-09-27 21:14:46,2025-09-27 21:49:46,17.81,245.54,Card,1.15,2,
433,433,2025-04-10 13:33:12,2025-04-10 13:55:12,11.24,156.1,Wallet,1.49,1,
435,435,2025-05-04 04:42:27,2025-05-04 05:17:27,17.75,265.96,Wallet,1.11,3,
437,437,2025-06-12 13:50:05,2025-06-12 14:13:05,11.52,169.21,Cash,1.23,0,
439,439,2025-07-22 00:13:44,2025-07-22 01:00:44,23.98,240.99,Wallet,1.22,3,
440,440,2025-08-26 01:32:35,2025-08-26 01:46:35,7.0,92.14,Wallet,1.09,1,
441,441,2025-06-23 07:13:56,2025-06-23 07:24:56,5.62,63.65,Cash,1.22,1,
443,443,2025-07-21 12:10:29,2025-07-21 12:24:29,7.36,109.36,Cash,1.39,2,
444,444,2025-09-09 18:51:57,2025-09-09 19:12:57,10.77,157.3,Wallet,1.44,3,
445,445,2025-05-19 18:21:01,2025-05-19 18:33:01,6.19,75.1,Wallet,1.46,2,
446,446,2025-09-23 06:55:41,2025-09-23 07:35:41,20.28,291.39,Wallet,1.35,0,
448,448,2025-05-05 15:18:19,2025-05-05 15:49:19,15.61,230.95,Card,1.42,2,
449,449,2025-05-26 14:33:37,2025-05-26 15:07:37,17.36,197.01,Wallet,1.21,1,
451,451,2025-08-28 10:53:49,2025-08-28 11:03:49,5.21,61.84,Card,1.29,0,
452,452,2025-05-16 09:46:26,2025-05-16 10:34:26,24.24,345.22,Card,1.05,0,
454,454,2025-07-14 13:22:49,2025-07-14 13:30:49,4.45,66.63,Cash,1.03,0,
456,456,2025-09-12 16:18:28,2025-09-12 16:49:28,15.63,212.13,Card,1.23,0,
457,457,2025-06-09 04:20:59,2025-06-09 05:09:59,24.65,342.95,Card,1.3,2,
459,459,2025-07-23 23:04:27,2025-07-23 23:14:27,5.12,67.16,Wallet,1.39,3,
461,461,2025-07-24 18:38:29,2025-07-24 19:12:29,17.31,207.64,Card,1.05,3,
462,462,2025-08-24 08:04:12,2025-08-24 08:21:12,8.86,98.7,Card,1.21,2,
463,463,2025-07-19 23:55:26,2025-07-20 00:08:26,6.74,69.48,Card,1.46,2,
464,464,2025-07-27 22:04:50,2025-07-27 22:14:50,5.03,62.84,Cash,1.48,0,
465,465,2025-06-10 09:02:22,2025-06-10 09:13:22,5.56,71.6,Card,1.19,1,
466,466,2025-06-28 15:00:15,2025-06-28 15:37:15,18.82,274.48,Wallet,1.44,0,
467,467,2025-07-25 07:47:03,2025-07-25 08:07:03,10.27,112.76,Cash,1.23,3,
468,468,2025-06-22 12:27:10,2025-06-22 12:58:10,15.62,158.39,Card,1.01,2,
469,469,2025-08-04 18:00:46,2025-08-04 18:19:46,9.94,100.26,Cash,1.15,2,
470,470,2025-08-13 10:03:32,2025-08-13 10:27:32,12.43,139.75,Cash,1.35,1,
471,471,2025-10-07 17:08:18,2025-10-07 17:54:18,23.46,341.97,Card,1.39,0,
472,472,2025-09-19 01:12:38,2025-09-19 01:40:38,14.45,149.45,Wallet,1.3,1,
473,473,2025-08-14 19:43:19,2025-08-14 20:21:19,19.43,272.65,Cash,1.21,1,
474,474,2025-08-08 15:29:28,2025-08-08 15:39:28,5.15,56.2,Card,1.13,0,
476,476,2025-06-11 15:10:47,2025-06-11 15:23:47,6.67,68.18,Wallet,1.24,3,
477,477,2025-04-26 01:06:08,2025-04-26 01:26:08,10.21,121.96,Card,1.06,1,
481,481,2025-06-25 15:46:44,2025-06-25 15:59:44,6.89,85.3,Wallet,1.37,2,
482,482,2025-09-29 04:29:35,2025-09-29 04:39:35,5.14,52.63,Wallet,1.5,3,
483,483,2025-09-10 11:45:25,2025-09-10 12:27:25,21.1,304.67,Wallet,1.14,2,
484,484,2025-08-07 21:27:55,2025-08-07 21:54:55,13.62,168.86,Wallet,1.31,0,
485,485,2025-07-06 14:35:08,2025-07-06 15:13:08,19.06,195.64,Wallet,1.32,2,
486,486,2025-05-06 07:34:12,2025-05-06 08:20:12,23.12,326.27,Wallet,1.34,2,
487,487,2025-07-15 10:58:10,2025-07-15 11:27:10,14.64,160.55,Cash,1.41,3,
488,488,2025-07-25 18:52:45,2025-07-25 19:27:45,17.8,204.02,Wallet,1.33,1,
489,489,2025-06-01 10:45:29,2025-06-01 11:05:29,10.15,133.32,Wallet,1.34,3,
491,491,2025-09-28 05:28:26,2025-09-28 05:36:26,4.0,43.21,Wallet,1.28,0,
492,492,2025-04-17 06:10:12,2025-04-17 06:46:12,18.45,264.99,Wallet,1.25,3,
494,494,2025-07-22 20:28:12,2025-07-22 21:11:12,21.66,241.52,Cash,1.27,1,
495,495,2025-05-26 14:37:25,2025-05-26 15:12:25,17.58,260.25,Wallet,1.22,0,
496,496,2025-10-03 20:08:23,2025-10-03 20:55:23,23.68,340.01,Cash,1.41,3,
497,497,2025-04-19 14:44:15,2025-04-19 15:24:15,20.32,259.58,Wallet,1.14,2,
500,500,2025-05-27 00:41:43,2025-05-27 01:19:43,19.41,265.05,Wallet,1.41,3,
501,501,2025-10-09 01:21:54,2025-10-09 01:26:54,2.9,29.31,Wallet,1.4,0,
502,502,2025-05-16 09:03:55,2025-05-16 09:05:55,1.35,15.95,Cash,1.08,0,
503,503,2025-08-26 09:15:30,2025-08-26 09:34:30,9.71,111.86,Wallet,1.3,1,
504,504,2025-04-13 00:31:40,2025-04-13 00:49:40,9.32,135.01,Wallet,1.41,1,
507,507,2025-08-28 19:27:23,2025-08-28 19:31:23,2.32,26.6,Card,1.35,3,
509,509,2025-04-23 15:37:23,2025-04-23 16:26:23,24.67,323.67,Wallet,1.28,3,
513,513,2025-04-21 07:34:14,2025-04-21 08:14:14,20.35,281.61,Wallet,1.05,3,
514,514,2025-09-06 04:17:37,2025-09-06 04:49:37,16.42,213.6,Wallet,1.45,0,
516,516,2025-05-20 04:53:22,2025-05-20 05:04:22,5.95,81.86,Wallet,1.05,2,
517,517,2025-08-31 19:13:57,2025-08-31 19:27:57,7.35,100.63,Wallet,1.37,2,
519,519,2025-07-07 02:38:23,2025-07-07 03:15:23,18.89,264.71,Cash,1.31,0,
520,520,2025-06-16 02:31:13,2025-06-16 02:52:13,10.5,149.2,Cash,1.34,3,
521,521,2025-07-29 15:01:23,2025-07-29 15:42:23,20.51,233.94,Wallet,1.06,3,
522,522,2025-07-02 14:53:33,2025-07-02 15:05:33,6.23,75.12,Card,1.05,3,
526,526,2025-06-11 21:26:35,2025-06-11 21:44:35,9.05,108.88,Cash,1.38,1,
527,527,2025-09-28 20:36:04,2025-09-28 20:46:04,5.29,78.61,Card,1.42,1,
528,528,2025-05-05 05:41:38,2025-05-05 06:20:38,19.75,253.66,Wallet,1.23,2,
530,530,2025-06-27 06:34:48,2025-06-27 07:03:48,14.57,158.36,Cash,1.17,0,
531,531,2025-09-26 22:37:20,2025-09-26 23:16:20,19.76,272.68,Card,1.32,2,
532,532,2025-06-16 21:22:25,2025-06-16 21:34:25,6.16,73.12,Cash,1.29,0,
533,533,2025-06-06 00:43:54,2025-06-06 01:27:54,22.2,321.61,Card,1.25,3,
534,534,2025-06-02 17:48:06,2025-06-02 18:28:06,20.17,248.01,Cash,1.25,0,
537,537,2025-04-13 17:15:52,2025-04-13 18:00:52,22.8,289.28,Card,1.16,3,
538,538,2025-05-24 05:19:28,2025-05-24 06:05:28,23.05,262.71,Wallet,1.39,2,
539,539,2025-06-25 13:49:00,2025-06-25 14:25:00,18.26,238.97,Wallet,1.2,3,
540,540,2025-04-17 11:06:54,2025-04-17 11:33:54,13.85,194.93,Wallet,1.01,0,
542,542,2025-05-22 21:37:50,2025-05-22 21:56:50,9.64,114.59,Wallet,1.14,1,
543,543,2025-09-02 13:42:11,2025-09-02 14:30:11,24.46,250.61,Card,1.42,1,
544,544,2025-08-08 23:27:09,2025-08-08 23:36:09,4.75,52.79,Cash,1.02,0,
545,545,2025-07-24 12:36:31,2025-07-24 13:00:31,12.49,124.9,Cash,1.19,0,
546,546,2025-09-03 22:36:32,2025-09-03 23:03:32,13.57,180.08,Cash,1.24,2,
547,547,2025-07-20 15:15:23,2025-07-20 15:44:23,14.87,154.09,Card,1.38,2,
548,548,2025-07-27 02:03:07,2025-07-27 02:33:07,15.32,160.15,Card,1.3,1,
549,549,2025-10-03 22:44:53,2025-10-03 23:06:53,11.12,140.31,Wallet,1.19,0,
550,550,2025-09-27 00:13:14,2025-09-27 00:48:14,17.75,206.24,Card,1.34,3,
552,552,2025-09-04 07:49:05,2025-09-04 07:58:05,4.69,60.97,Cash,1.19,3,
553,553,2025-09-02 03:58:21,2025-09-02 04:30:21,16.14,209.05,Card,1.43,0,
555,555,2025-07-02 20:06:03,2025-07-02 20:51:03,22.55,335.34,Cash,1.32,2,
556,556,2025-08-27 13:44:16,2025-08-27 14:06:16,11.26,137.53,Cash,1.42,0,
557,557,2025-06-18 22:14:41,2025-06-18 22:53:41,19.71,206.52,Card,1.16,1,
559,559,2025-07-06 18:21:01,2025-07-06 18:54:01,16.75,244.11,Wallet,1.19,0,
561,561,2025-06-01 19:24:05,2025-06-01 19:36:05,6.18,87.0,Wallet,1.36,2,
563,563,2025-09-14 15:47:58,2025-09-14 16:10:58,11.5,153.77,Card,1.41,1,
564,564,2025-05-01 23:03:48,2025-05-01 23:15:48,6.45,91.03,Cash,1.45,0,
565,565,2025-09-01 16:54:06,2025-09-01 17:06:06,6.39,95.1,Cash,1.32,2,
566,566,2025-09-05 08:14:10,2025-09-05 08:20:10,3.17,36.17,Card,1.13,2,
567,567,2025-06-11 12:09:28,2025-06-11 12:53:28,22.0,225.93,Cash,1.35,0,
568,568,2025-07-23 11:51:01,2025-07-23 12:25:01,17.03,231.77,Cash,1.32,3,
569,569,2025-04-10 13:55:29,2025-04-10 14:44:29,24.77,354.69,Cash,1.06,1,
570,570,2025-06-20 21:10:16,2025-06-20 21:52:16,21.01,281.35,Card,1.32,2,
571,571,2025-05-21 00:58:05,2025-05-21 01:45:05,23.89,268.54,Cash,1.21,2,
572,572,2025-05-24 16:39:05,2025-05-24 17:05:05,13.23,137.95,Card,1.04,2,
574,574,2025-06-24 03:18:27,2025-06-24 03:55:27,18.52,237.48,Cash,1.13,1,
575,575,2025-09-20 21:01:19,2025-09-20 21:40:19,19.68,233.44,Wallet,1.33,1,
576,576,2025-10-03 10:18:59,2025-10-03 10:53:59,17.6,195.39,Cash,1.36,1,
577,577,2025-04-14 11:28:52,2025-04-14 12:17:52,24.96,336.99,Card,1.07,1,
578,578,2025-06-17 17:34:49,2025-06-17 18:19:49,22.77,323.5,Card,1.4,2,
581,581,2025-05-25 17:48:20,2025-05-25 18:11:20,11.92,124.16,Wallet,1.25,2,
582,582,2025-05-13 10:52:16,2025-05-13 11:22:16,15.28,206.83,Cash,1.11,0,
583,583,2025-06-27 00:46:36,2025-06-27 01:19:36,16.69,244.07,Cash,1.48,3,
585,585,2025-09-30 08:34:52,2025-09-30 08:55:52,10.78,137.33,Wallet,1.45,2,
586,586,2025-08-02 13:51:35,2025-08-02 14:37:35,23.22,346.03,Card,1.09,1,
588,588,2025-09-01 07:41:31,2025-09-01 07:48:31,3.56,47.28,Card,1.38,3,
590,590,2025-05-22 06:49:18,2025-05-22 06:54:18,2.57,26.51,Card,1.2,3,
596,596,2025-07-30 09:27:48,2025-07-30 09:45:48,9.27,136.26,Wallet,1.45,2,
597,597,2025-09-07 09:15:31,2025-09-07 10:02:31,23.91,292.22,Card,1.34,3,
598,598,2025-07-19 05:44:43,2025-07-19 06:08:43,12.37,136.81,Wallet,1.19,1,
600,600,2025-06-02 14:01:49,2025-06-02 14:30:49,14.51,213.75,Cash,1.33,2,
601,601,2025-06-07 21:08:13,2025-06-07 21:10:13,1.25,14.36,Wallet,1.02,1,
603,603,2025-04-24 22:42:07,2025-04-24 22:47:07,2.69,30.78,Cash,1.37,1,
604,604,2025-10-01 02:30:40,2025-10-01 03:07:40,18.86,280.44,Card,1.07,1,
608,608,2025-09-10 23:10:35,2025-09-10 23:57:35,23.8,252.72,Wallet,1.05,2,
609,609,2025-10-01 14:46:16,2025-10-01 15:27:16,20.67,255.93,Card,1.31,2,
610,610,2025-04-20 10:08:54,2025-04-20 10:15:54,3.81,54.46,Cash,1.09,3,
611,611,2025-09-06 12:21:33,2025-09-06 12:47:33,13.02,154.45,Wallet,1.26,1,
613,613,2025-08-21 08:56:52,2025-08-21 09:31:52,17.67,256.31,Wallet,1.1,3,
614,614,2025-04-25 00:04:31,2025-04-25 00:21:31,8.77,98.39,Card,1.09,1,
616,616,2025-08-15 19:53:24,2025-08-15 19:58:24,2.6,29.33,Card,1.44,3,
617,617,2025-05-17 10:23:43,2025-05-17 11:12:43,24.98,280.65,Wallet,1.34,3,
618,618,2025-08-12 05:08:02,2025-08-12 05:14:02,3.15,45.18,Wallet,1.27,2,
619,619,2025-08-31 10:55:40,2025-08-31 11:11:40,8.36,91.68,Card,1.22,0,
620,620,2025-07-02 00:08:34,2025-07-02 00:45:34,18.81,257.25,Card,1.18,2,
623,623,2025-09-18 19:48:24,2025-09-18 20:30:24,21.23,248.3,Card,1.09,3,
624,624,2025-04-26 11:34:54,2025-04-26 11:50:54,8.1,91.57,Wallet,1.08,0,
626,626,2025-08-09 19:27:56,2025-08-09 19:35:56,4.03,50.81,Wallet,1.07,0,
629,629,2025-08-28 22:34:59,2025-08-28 23:07:59,16.65,196.25,Cash,1.06,3,
630,630,2025-07-04 06:31:29,2025-07-04 07:03:29,16.17,238.89,Cash,1.42,3,
631,631,2025-05-26 05:08:48,2025-05-26 05:56:48,24.34,273.31,Card,1.08,2,
633,633,2025-09-26 12:39:36,2025-09-26 12:52:36,6.56,69.7,Card,1.33,1,
634,634,2025-09-20 19:06:27,2025-09-20 19:53:27,23.94,253.55,Cash,1.42,1,
635,635,2025-08-27 22:49:41,2025-08-27 23:06:41,8.85,124.35,Card,1.38,2,
637,637,2025-04-14 05:26:32,2025-04-14 05:39:32,6.87,91.65,Cash,1.38,3,
639,639,2025-09-10 13:02:43,2025-09-10 13:10:43,4.09,46.94,Card,1.07,3,
641,641,2025-06-15 21:01:47,2025-06-15 21:07:47,3.2,37.17,Wallet,1.25,0,
642,642,2025-10-03 20:10:53,2025-10-03 20:49:53,19.54,205.5,Cash,1.34,0,
643,643,2025-05-17 13:34:16,2025-05-17 14:23:16,24.67,316.55,Cash,1.17,1,
646,646,2025-05-06 03:58:52,2025-05-06 04:41:52,21.62,298.7,Cash,1.2,3,
647,647,2025-05-10 02:04:26,2025-05-10 02:12:26,4.31,54.78,Card,1.06,1,
648,648,2025-05-28 18:56:16,2025-05-28 19:06:16,5.31,75.9,Cash,1.08,2,
649,649,2025-05-22 09:53:13,2025-05-22 10:15:13,11.45,162.44,Card,1.07,3,
650,650,2025-08-23 04:16:39,2025-08-23 05:04:39,24.01,280.04,Cash,1.02,0,
651,651,2025-05-13 19:22:50,2025-05-13 19:54:50,16.13,208.88,Cash,1.07,0,
652,652,2025-09-24 07:09:51,2025-09-24 07:19:51,5.06,58.81,Cash,1.26,3,
653,653,2025-07-13 00:32:45,2025-07-13 00:39:45,3.78,41.53,Cash,1.16,0,
654,654,2025-07-30 20:33:34,2025-07-30 20:42:34,4.79,58.3,Cash,1.37,1,
656,656,2025-06-10 08:47:28,2025-06-10 08:57:28,5.26,56.76,Card,1.35,2,
658,658,2025-05-31 17:56:22,2025-05-31 18:11:22,7.63,78.87,Cash,1.07,0,
660,660,2025-09-17 00:39:37,2025-09-17 01:05:37,13.26,151.91,Wallet,1.19,3,
662,662,2025-08-23 02:32:57,2025-08-23 03:04:57,16.37,193.09,Wallet,1.34,1,
663,663,2025-09-29 01:32:21,2025-09-29 02:20:21,24.35,342.03,Card,1.19,0,
664,664,2025-09-07 06:52:48,2025-09-07 07:09:48,8.84,118.72,Cash,1.34,2,
665,665,2025-05-16 21:34:21,2025-05-16 21:42:21,4.15,49.7,Card,1.32,1,
666,666,2025-04-10 22:17:31,2025-04-10 22:56:31,19.84,238.52,Card,1.15,0,
668,668,2025-04-19 04:35:17,2025-04-19 04:42:17,3.87,49.14,Wallet,1.34,0,
669,669,2025-07-13 17:25:16,2025-07-13 17:53:16,14.04,162.05,Wallet,1.26,2,
671,671,2025-07-21 00:06:23,2025-07-21 00:23:23,8.76,103.83,Wallet,1.12,2,
673,673,2025-07-28 06:09:00,2025-07-28 06:13:00,2.11,24.14,Card,1.49,1,
674,674,2025-07-12 06:48:14,2025-07-12 07:23:14,17.84,265.67,Cash,1.27,0,
675,675,2025-04-13 13:33:52,2025-04-13 13:45:52,6.0,70.55,Cash,1.13,1,
676,676,2025-06-19 15:24:26,2025-06-19 15:35:26,5.5,71.71,Cash,1.25,1,
677,677,2025-05-06 00:03:04,2025-05-06 00:09:04,3.24,39.24,Card,1.42,0,
678,678,2025-08-21 11:31:26,2025-08-21 12:02:26,15.62,176.19,Card,1.1,0,
679,679,2025-07-20 14:11:31,2025-07-20 14:50:31,19.54,254.86,Card,1.41,2,
680,680,2025-06-25 08:16:09,2025-06-25 08:52:09,18.05,205.66,Card,1.44,3,
681,681,2025-05-21 08:03:53,2025-05-21 08:46:53,21.94,238.35,Card,1.19,0,
687,687,2025-09-03 22:25:52,2025-09-03 23:10:52,22.63,333.69,Wallet,1.29,3,
688,688,2025-04-12 16:50:03,2025-04-12 17:32:03,21.17,234.71,Wallet,1.5,2,
691,691,2025-09-18 23:48:49,2025-09-19 00:23:49,17.74,254.06,Wallet,1.36,1,
692,692,2025-07-08 22:10:41,2025-07-08 22:15:41,2.78,31.26,Wallet,1.07,0,
694,694,2025-09-05 14:42:52,2025-09-05 14:49:52,3.72,43.42,Cash,1.26,0,
695,695,2025-07-26 19:31:50,2025-07-26 19:39:50,4.27,50.22,Wallet,1.11,2,
698,698,2025-07-23 18:00:45,2025-07-23 18:48:45,24.34,350.02,Wallet,1.47,2,
699,699,2025-05-01 01:25:15,2025-05-01 02:06:15,20.77,269.91,Card,1.44,2,
700,700,2025-04-23 20:16:23,2025-04-23 20:18:23,1.33,17.31,Cash,1.32,2,
701,701,2025-04-20 01:56:28,2025-04-20 02:36:28,20.22,228.25,Cash,1.4,0,
702,702,2025-05-05 23:10:20,2025-05-05 23:44:20,17.26,232.64,Card,1.02,0,
703,703,2025-06-27 22:19:45,2025-06-27 22:48:45,14.85,221.32,Card,1.32,0,
709,709,2025-04-22 08:09:58,2025-04-22 08:19:58,5.22,55.91,Card,1.24,3,
710,710,2025-10-06 05:14:33,2025-10-06 05:45:33,15.96,236.9,Cash,1.36,0,
711,711,2025-04-24 06:19:16,2025-04-24 06:32:16,6.83,74.54,Card,1.21,3,
712,712,2025-07-23 04:49:33,2025-07-23 05:01:33,6.35,71.7,Wallet,1.03,0,
713,713,2025-04-28 21:21:22,2025-04-28 21:47:22,13.19,146.99,Card,1.09,1,
714,714,2025-10-06 23:45:35,2025-10-07 00:03:35,9.11,129.37,Wallet,1.35,1,
715,715,2025-05-02 03:27:45,2025-05-02 04:00:45,16.67,203.07,Wallet,1.29,2,
716,716,2025-09-03 21:25:30,2025-09-03 22:12:30,23.85,315.05,Wallet,1.36,1,
717,717,2025-08-05 18:05:49,2025-08-05 18:18:49,6.59,80.63,Cash,1.45,0,
718,718,2025-07-23 18:17:36,2025-07-23 18:56:36,19.64,224.6,Card,1.19,2,
720,720,2025-05-23 16:19:36,2025-05-23 16:39:36,10.48,143.09,Cash,1.04,3,
721,721,2025-08-19 03:54:15,2025-08-19 04:05:15,5.73,64.16,Wallet,1.42,3,
722,722,2025-06-26 12:57:11,2025-06-26 13:44:11,23.74,345.38,Cash,1.19,2,
723,723,2025-09-14 01:24:56,2025-09-14 01:32:56,4.02,53.13,Cash,1.48,2,
725,725,2025-07-31 12:13:06,2025-07-31 12:32:06,9.59,143.37,Cash,1.35,3,
727,727,2025-06-06 15:38:59,2025-06-06 15:55:59,8.85,130.76,Card,1.43,1,
728,728,2025-04-09 23:43:26,2025-04-09 23:58:26,7.94,94.87,Cash,1.45,1,
729,729,2025-06-30 12:34:24,2025-06-30 12:50:24,8.17,119.39,Wallet,1.19,1,
730,730,2025-09-03 14:08:07,2025-09-03 14:18:07,5.25,62.13,Card,1.41,3,
733,733,2025-05-09 23:37:23,2025-05-10 00:26:23,24.92,339.79,Wallet,1.05,1,
734,734,2025-07-11 08:40:31,2025-07-11 08:49:31,4.94,59.97,Wallet,1.05,3,
735,735,2025-07-20 12:19:50,2025-07-20 12:38:50,9.79,103.57,Card,1.38,0,
737,737,2025-09-13 16:24:41,2025-09-13 17:03:41,19.96,248.32,Wallet,1.04,0,
739,739,2025-07-18 19:12:46,2025-07-18 19:33:46,10.92,149.4,Cash,1.27,1,
740,740,2025-07-06 10:45:19,2025-07-06 10:55:19,5.2,68.19,Card,1.06,1,
742,742,2025-06-25 08:58:27,2025-06-25 09:01:27,1.53,16.26,Cash,1.15,3,
743,743,2025-07-12 01:36:58,2025-07-12 02:14:58,19.2,223.28,Wallet,1.38,2,
744,744,2025-07-14 12:58:44,2025-07-14 13:39:44,20.82,295.39,Cash,1.33,1,
746,746,2025-10-02 12:16:06,2025-10-02 12:41:06,12.54,130.51,Cash,1.49,0,
747,747,2025-07-06 07:30:08,2025-07-06 08:15:08,22.84,243.28,Card,1.05,2,
749,749,2025-10-02 00:37:57,2025-10-02 00:51:57,7.02,90.22,Card,1.3,0,
752,752,2025-06-22 15:07:30,2025-06-22 15:42:30,17.57,212.62,Wallet,1.2,2,
753,753,2025-06-30 02:55:05,2025-06-30 03:00:05,2.52,32.03,Cash,1.14,0,
754,754,2025-08-15 03:47:36,2025-08-15 04:02:36,7.78,109.63,Cash,1.14,0,
755,755,2025-09-04 11:29:25,2025-09-04 11:33:25,2.04,22.41,Wallet,1.48,3,
757,757,2025-09-18 07:20:19,2025-09-18 07:56:19,18.34,238.89,Cash,1.45,3,
759,759,2025-10-04 02:10:05,2025-10-04 02:16:05,3.48,51.62,Card,1.12,1,
760,760,2025-07-25 09:32:45,2025-07-25 10:02:45,15.3,206.98,Card,1.15,2,
761,761,2025-08-25 17:02:23,2025-08-25 17:34:23,16.14,186.21,Wallet,1.11,2,
763,763,2025-05-07 20:55:39,2025-05-07 21:26:39,15.63,232.0,Cash,1.28,0,
765,765,2025-06-24 13:39:51,2025-06-24 14:05:51,13.34,198.91,Cash,1.11,2,
768,768,2025-08-23 08:43:32,2025-08-23 08:49:32,3.32,41.72,Cash,1.11,2,
770,770,2025-07-18 15:18:53,2025-07-18 15:53:53,17.96,218.92,Wallet,1.01,1,
772,772,2025-05-02 07:48:25,2025-05-02 07:52:25,2.16,28.78,Card,1.3,2,
773,773,2025-08-27 04:11:11,2025-08-27 04:35:11,12.06,173.26,Card,1.11,2,
774,774,2025-09-24 06:49:19,2025-09-24 07:21:19,16.48,218.0,Wallet,1.05,3,
776,776,2025-10-05 19:59:31,2025-10-05 20:12:31,6.54,71.97,Card,1.32,2,
777,777,2025-05-14 15:14:01,2025-05-14 15:31:01,8.76,124.52,Cash,1.16,2,
786,786,2025-06-10 05:26:19,2025-06-10 05:30:19,2.25,26.56,Cash,1.24,1,
787,787,2025-06-29 05:36:34,2025-06-29 06:00:34,12.06,158.6,Wallet,1.3,2,
788,788,2025-09-04 18:28:27,2025-09-04 19:01:27,16.67,198.24,Cash,1.16,2,
789,789,2025-05-30 09:06:13,2025-05-30 09:26:13,10.24,134.43,Card,1.33,1,
790,790,2025-09-01 19:01:04,2025-09-01 19:44:04,21.58,310.93,Card,1.34,2,
791,791,2025-09-20 23:53:55,2025-09-21 00:10:55,8.53,93.36,Cash,1.36,1,
792,792,2025-08-30 15:54:59,2025-08-30 16:38:59,22.04,256.45,Card,1.05,2,
793,793,2025-06-07 12:02:51,2025-06-07 12:44:51,21.08,298.76,Wallet,1.11,3,
794,794,2025-08-09 15:47:07,2025-08-09 16:09:07,11.29,153.16,Wallet,1.16,2,
795,795,2025-08-14 10:17:15,2025-08-14 10:24:15,3.59,49.36,Card,1.13,1,
796,796,2025-05-26 16:07:03,2025-05-26 16:18:03,5.66,64.88,Cash,1.18,3,
797,797,2025-08-22 05:43:44,2025-08-22 06:11:44,14.43,186.95,Cash,1.23,2,
798,798,2025-05-09 02:27:46,2025-05-09 02:40:46,6.74,93.72,Wallet,1.19,2,
802,802,2025-04-30 18:51:46,2025-04-30 19:05:46,7.46,100.42,Card,1.01,1,
804,804,2025-07-20 05:58:25,2025-07-20 06:45:25,23.82,325.34,Cash,1.31,0,
805,805,2025-08-27 13:31:30,2025-08-27 13:43:30,6.05,66.96,Wallet,1.38,0,
807,807,2025-05-15 19:02:20,2025-05-15 19:35:20,16.53,239.13,Card,1.13,3,
808,808,2025-07-17 16:56:12,2025-07-17 17:33:12,18.91,196.33,Card,1.49,2,
809,809,2025-06-26 09:28:25,2025-06-26 09:44:25,8.02,113.04,Cash,1.0,0,
811,811,2025-07-17 17:41:03,2025-07-17 17:44:03,1.78,20.31,Cash,1.38,0,
815,815,2025-06-19 21:39:56,2025-06-19 22:23:56,22.45,334.46,Card,1.47,2,
